index,age,euducation_level,job,marital,have_credit_card,have_housing_loan,have_personal_loan,connect_method,previous_connect_month,previous_connect_weekday,campaign_connect_times,after_campaign_connect_day,before_campaign_connect_times,last_campaign_outcomes,employment_rate,consumer_price_index,consumer_confidence_index,label
15591,33,high,employment,single,no,no,no,telephone,November,Friday,1,-1,0,nonexistent,59.9,93.2,-42,0
15592,54,high,employment,married,unknown,yes,yes,telephone,May,Monday,3,-1,0,nonexistent,61.1,93.994,-36.4,0
15593,45,medium,unemployed,married,no,no,no,cellular,August,Thursday,2,-1,0,nonexistent,61.4,93.444,-36.1,0
15594,37,medium,employment,married,no,yes,no,telephone,May,Tuesday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
15595,30,high,employment,single,no,yes,no,cellular,April,Thursday,1,-1,0,nonexistent,58.2,93.075,-47.1,0
15596,54,medium,employment,married,no,no,no,cellular,July,Thursday,1,-1,0,nonexistent,61.4,93.918,-42.7,1
15597,30,medium,employment,single,no,no,no,cellular,August,Monday,4,-1,0,nonexistent,61.4,93.444,-36.1,1
15598,41,medium,employment,married,unknown,no,no,telephone,June,Friday,7,-1,0,nonexistent,61.4,94.465,-41.8,0
15599,33,high,employment,married,no,yes,no,telephone,June,Monday,8,-1,0,nonexistent,61.4,94.465,-41.8,0
15600,47,medium,retired,married,no,yes,no,cellular,November,Monday,1,-1,0,nonexistent,59.9,93.2,-42,0
15601,27,medium,employment,single,unknown,no,no,telephone,May,Thursday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
15602,41,medium,employment,single,no,no,no,cellular,May,Wednesday,1,-1,0,nonexistent,58.2,92.893,-46.2,0
15603,52,high,employment,divorced,unknown,no,no,telephone,June,Tuesday,1,-1,0,nonexistent,61.4,94.465,-41.8,0
15604,55,high,employment,divorced,no,no,no,telephone,June,Tuesday,2,-1,0,nonexistent,61.4,94.465,-41.8,0
15605,56,medium,employment,married,unknown,yes,no,telephone,June,Friday,3,-1,0,nonexistent,61.4,94.465,-41.8,0
15606,29,medium,employment,single,no,no,no,telephone,July,Tuesday,5,-1,0,nonexistent,61.4,93.918,-42.7,0
15607,31,high,employment,married,no,yes,no,cellular,Octobor,Tuesday,1,-1,0,nonexistent,56.6,92.431,-26.9,0
15608,39,high,employment,divorced,no,yes,no,cellular,July,Tuesday,1,-1,0,nonexistent,61.4,93.918,-42.7,1
15609,27,medium,employment,single,no,yes,no,cellular,April,Wednesday,1,-1,0,nonexistent,58.2,93.075,-47.1,0
15610,55,medium,employment,divorced,no,no,yes,telephone,May,Monday,3,-1,0,nonexistent,61.1,93.994,-36.4,0
15611,35,high,employment,married,no,no,no,cellular,November,Tuesday,2,-1,1,failure,59.9,93.2,-42,0
15612,31,medium,employment,married,no,no,no,telephone,May,Thursday,10,-1,0,nonexistent,61.1,93.994,-36.4,0
15613,53,high,employment,married,no,no,no,cellular,August,Wednesday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
15614,49,high,employment,married,no,no,yes,cellular,July,Thursday,2,-1,0,nonexistent,61.4,93.918,-42.7,0
15615,34,medium,employment,married,no,yes,no,cellular,July,Wednesday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
15616,59,low,employment,divorced,no,no,no,telephone,May,Friday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
15617,43,medium,employment,married,unknown,no,no,telephone,June,Friday,3,-1,0,nonexistent,61.4,94.465,-41.8,0
15618,31,high,employment,married,no,no,no,telephone,July,Monday,1,-1,0,nonexistent,58.3,94.215,-40.3,0
15619,30,medium,employment,single,no,yes,no,telephone,June,Friday,3,-1,0,nonexistent,61.4,94.465,-41.8,1
15620,60,high,retired,married,unknown,no,no,cellular,August,Monday,2,-1,0,nonexistent,61.4,93.444,-36.1,0
15621,44,medium,employment,married,no,yes,yes,cellular,May,Monday,1,-1,1,failure,58.2,92.893,-46.2,1
15622,34,high,employment,single,no,yes,no,telephone,April,Tuesday,6,-1,0,nonexistent,58.2,93.075,-47.1,0
15623,48,medium,employment,married,no,no,no,cellular,May,Monday,3,-1,2,NULL,58.2,92.893,-46.2,0
15624,41,medium,employment,married,no,yes,no,telephone,May,Friday,3,-1,0,nonexistent,61.1,93.994,-36.4,0
15625,37,high,unemployed,married,unknown,yes,no,cellular,July,Wednesday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
15626,36,high,employment,divorced,no,yes,no,cellular,August,Wednesday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
15627,51,medium,employment,married,unknown,yes,no,cellular,April,Friday,1,-1,1,failure,58.2,93.075,-47.1,0
15628,34,high,employment,married,no,yes,yes,telephone,June,Monday,1,-1,0,nonexistent,61.4,94.465,-41.8,0
15629,35,high,employment,married,no,yes,no,telephone,May,Friday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
15630,23,high,student,married,no,no,no,cellular,June,Monday,1,-1,1,nonexistent,57.1,92.963,-40.8,1
15631,34,medium,employment,single,no,yes,no,cellular,July,Friday,5,-1,0,nonexistent,61.4,93.918,-42.7,0
15632,44,medium,employment,married,no,yes,no,cellular,November,Thursday,4,-1,1,failure,59.9,93.2,-42,0
15633,39,medium,employment,married,no,yes,no,cellular,May,Thursday,2,6,3,success,58.2,93.876,-40,1
15634,41,high,employment,married,no,no,no,cellular,August,Wednesday,5,-1,0,nonexistent,61.4,93.444,-36.1,0
15635,50,low,employment,married,no,yes,no,cellular,November,Tuesday,1,-1,0,nonexistent,59.9,93.2,-42,0
15636,57,low,employment,married,no,yes,no,cellular,May,Friday,1,-1,0,nonexistent,58.2,92.893,-46.2,0
15637,32,high,employment,married,no,no,yes,cellular,May,Monday,1,-1,0,nonexistent,58.2,92.893,-46.2,0
15638,34,medium,employment,single,no,no,no,cellular,July,Wednesday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
15639,32,high,employment,married,no,yes,no,telephone,June,Monday,2,-1,0,nonexistent,61.4,94.465,-41.8,0
15640,31,high,employment,married,no,no,no,cellular,June,Friday,2,-1,0,nonexistent,57.1,92.963,-40.8,1
15641,31,low,employment,single,no,yes,no,cellular,July,Thursday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
15642,76,high,retired,married,no,no,no,cellular,August,Friday,2,-1,0,nonexistent,57.1,92.201,-31.4,1
15643,39,high,employment,married,no,no,no,telephone,May,Monday,6,-1,0,nonexistent,61.1,93.994,-36.4,0
15644,36,high,employment,single,no,no,no,cellular,August,Tuesday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
15645,34,low,employment,married,no,yes,no,telephone,May,Wednesday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
15646,39,medium,employment,single,no,no,no,telephone,November,Thursday,1,-1,0,nonexistent,59.9,93.2,-42,0
15647,32,high,employment,single,no,yes,yes,cellular,August,Friday,3,-1,0,nonexistent,61.4,93.444,-36.1,0
15648,40,medium,employment,married,no,no,no,telephone,May,Tuesday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
15649,42,low,unemployed,single,unknown,yes,no,telephone,May,Wednesday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
15650,52,medium,employment,divorced,no,no,no,telephone,June,Wednesday,2,-1,0,nonexistent,61.4,94.465,-41.8,0
15651,40,medium,employment,married,unknown,yes,no,telephone,May,Wednesday,3,-1,0,nonexistent,61.1,93.994,-36.4,0
15652,35,high,employment,married,no,no,no,cellular,August,Friday,3,-1,1,nonexistent,57.1,92.201,-31.4,1
15653,56,medium,employment,divorced,unknown,yes,no,telephone,June,Monday,1,-1,0,nonexistent,61.4,94.465,-41.8,0
15654,53,medium,employment,single,no,yes,no,telephone,July,Wednesday,2,-1,0,nonexistent,58.3,94.215,-40.3,1
15655,49,high,employment,divorced,no,yes,no,cellular,May,Tuesday,3,-1,0,nonexistent,58.2,92.893,-46.2,0
15656,25,high,employment,married,no,yes,no,cellular,June,Monday,3,-1,0,nonexistent,57.1,92.963,-40.8,0
15657,51,low,unemployed,married,no,no,no,cellular,June,Thursday,2,-1,1,failure,57.1,92.963,-40.8,1
15658,28,high,employment,married,no,no,no,telephone,May,Friday,3,-1,0,nonexistent,61.1,93.994,-36.4,0
15659,57,medium,employment,married,no,no,no,cellular,May,Monday,1,-1,0,nonexistent,58.2,92.893,-46.2,0
15660,26,medium,employment,single,no,no,no,cellular,July,Friday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
15661,26,low,employment,single,no,no,yes,cellular,May,Thursday,1,-1,1,failure,58.2,92.893,-46.2,0
15662,50,low,employment,married,no,yes,no,telephone,June,Friday,2,-1,0,nonexistent,61.4,94.465,-41.8,0
15663,31,high,employment,single,no,yes,no,cellular,November,Monday,2,-1,1,failure,59.9,93.2,-42,0
15664,25,low,employment,single,unknown,no,no,cellular,July,Thursday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
15665,33,high,employment,married,no,yes,no,cellular,June,Tuesday,1,-1,0,nonexistent,57.1,92.963,-40.8,0
15666,29,medium,employment,single,unknown,yes,no,telephone,May,Wednesday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
15667,40,medium,employment,married,unknown,yes,no,cellular,August,Tuesday,7,-1,0,nonexistent,61.4,93.444,-36.1,0
15668,33,high,employment,single,no,yes,no,cellular,August,Tuesday,4,-1,0,nonexistent,61.4,93.444,-36.1,0
15669,40,medium,employment,single,no,yes,no,telephone,May,Wednesday,3,-1,0,nonexistent,61.1,93.994,-36.4,0
15670,33,high,unemployed,single,no,no,no,cellular,November,Thursday,1,-1,1,failure,59.9,93.2,-42,0
15671,37,high,employment,divorced,unknown,yes,no,cellular,May,Monday,1,-1,0,nonexistent,58.2,92.893,-46.2,1
15672,36,high,employment,single,no,yes,no,cellular,July,Thursday,6,-1,0,nonexistent,61.4,93.918,-42.7,0
15673,33,medium,unemployed,married,unknown,yes,yes,cellular,July,Wednesday,8,-1,0,nonexistent,61.4,93.918,-42.7,0
15674,26,high,employment,single,no,no,yes,cellular,June,Thursday,1,-1,0,nonexistent,57.1,92.963,-40.8,1
15675,44,high,employment,married,unknown,yes,no,telephone,May,Friday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
15676,28,medium,employment,single,unknown,no,no,telephone,May,Friday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
15677,51,medium,employment,single,no,no,no,cellular,May,Wednesday,1,-1,0,nonexistent,58.2,92.893,-46.2,0
15678,30,high,employment,married,no,yes,yes,cellular,August,Thursday,5,-1,0,nonexistent,61.4,93.444,-36.1,0
15679,34,high,employment,single,no,no,no,cellular,April,Thursday,1,-1,1,failure,58.2,93.075,-47.1,0
15680,38,medium,employment,married,no,no,no,telephone,June,Friday,4,-1,0,nonexistent,61.4,94.465,-41.8,0
15681,45,medium,employment,single,no,no,no,telephone,May,Tuesday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
15682,39,medium,employment,divorced,no,no,no,telephone,June,Thursday,1,-1,0,nonexistent,61.4,94.465,-41.8,0
15683,24,medium,student,single,no,yes,no,cellular,June,Thursday,1,-1,0,nonexistent,58.3,94.055,-39.8,0
15684,39,high,employment,married,no,yes,no,telephone,May,Thursday,1,-1,0,nonexistent,61.1,93.994,-36.4,1
15685,46,medium,employment,married,no,yes,no,cellular,August,Friday,1,-1,0,nonexistent,57.1,92.201,-31.4,0
15686,45,medium,employment,married,unknown,yes,no,cellular,August,Monday,2,-1,0,nonexistent,61.4,93.444,-36.1,0
15687,50,high,employment,divorced,no,no,no,cellular,July,Monday,3,-1,0,nonexistent,61.4,93.918,-42.7,0
15688,47,medium,employment,married,no,yes,no,cellular,August,Tuesday,1,-1,0,nonexistent,61.4,93.444,-36.1,1
15689,44,medium,employment,divorced,no,yes,no,telephone,Octobor,Tuesday,1,-1,0,nonexistent,59.9,93.798,-40.4,1
15690,57,low,employment,married,unknown,no,no,cellular,August,Wednesday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
15691,66,low,unemployed,single,no,yes,no,cellular,April,Thursday,1,-1,0,nonexistent,58.2,93.075,-47.1,1
15692,27,high,employment,married,no,no,no,telephone,May,Tuesday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
15693,29,medium,employment,married,no,no,no,cellular,June,Thursday,7,-1,1,nonexistent,58.3,94.055,-39.8,1
15694,24,high,employment,single,no,yes,no,cellular,July,Monday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
15695,33,high,employment,single,no,no,no,cellular,August,Wednesday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
15696,40,low,employment,married,unknown,no,no,telephone,June,Monday,1,-1,0,nonexistent,61.4,94.465,-41.8,0
15697,57,medium,employment,divorced,no,yes,no,cellular,November,Monday,1,-1,0,nonexistent,59.9,93.2,-42,0
15698,34,high,employment,married,no,no,no,telephone,August,Tuesday,1,-1,0,nonexistent,58.3,94.027,-38.3,0
15699,43,high,employment,divorced,no,yes,no,cellular,April,Friday,3,-1,0,nonexistent,58.2,93.075,-47.1,1
15700,40,low,employment,married,no,yes,yes,cellular,May,Tuesday,2,-1,1,failure,58.2,92.893,-46.2,0
15701,45,medium,employment,married,unknown,yes,no,telephone,May,Friday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
15702,52,high,employment,married,no,no,no,cellular,August,Friday,2,-1,0,nonexistent,61.4,93.444,-36.1,0
15703,42,medium,employment,married,no,no,no,telephone,May,Friday,2,-1,0,nonexistent,61.1,93.994,-36.4,1
15704,31,high,employment,married,no,no,no,cellular,August,Tuesday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
15705,35,medium,employment,married,no,yes,no,cellular,May,Wednesday,2,-1,1,failure,58.2,92.893,-46.2,0
15706,43,high,employment,single,no,yes,no,cellular,April,Monday,4,11,1,success,58.2,93.075,-47.1,1
15707,39,medium,unemployed,single,no,yes,no,telephone,May,Monday,2,-1,0,nonexistent,58.2,92.893,-46.2,0
15708,34,high,employment,single,no,no,no,cellular,September,Tuesday,3,-1,2,failure,58.9,94.199,-37.5,1
15709,49,high,employment,married,no,yes,no,cellular,August,Wednesday,2,-1,0,nonexistent,61.4,93.444,-36.1,0
15710,49,high,employment,married,no,no,yes,cellular,April,Thursday,1,-1,0,nonexistent,58.2,93.075,-47.1,0
15711,35,medium,employment,single,no,yes,yes,cellular,July,Thursday,16,-1,0,nonexistent,61.4,93.918,-42.7,0
15712,54,medium,employment,married,no,no,no,cellular,August,Monday,4,-1,0,nonexistent,61.4,93.444,-36.1,0
15713,32,medium,employment,married,no,no,no,cellular,November,Tuesday,3,-1,0,nonexistent,59.9,93.2,-42,0
15714,26,high,employment,single,no,yes,no,cellular,April,Friday,1,-1,0,nonexistent,58.2,93.075,-47.1,1
15715,33,high,employment,single,no,no,no,cellular,Octobor,Thursday,1,-1,1,failure,56.6,92.431,-26.9,1
15716,37,low,employment,married,no,no,no,telephone,June,Monday,3,-1,0,nonexistent,61.4,94.465,-41.8,0
15717,44,low,employment,married,unknown,no,no,telephone,June,Tuesday,2,-1,0,nonexistent,61.4,94.465,-41.8,0
15718,25,high,employment,married,no,no,no,cellular,May,Monday,1,-1,0,nonexistent,58.2,92.893,-46.2,0
15719,32,high,employment,single,no,yes,yes,cellular,May,Thursday,1,-1,0,nonexistent,58.2,92.893,-46.2,0
15720,59,high,employment,divorced,no,yes,no,cellular,April,Friday,1,-1,1,failure,58.2,93.075,-47.1,0
15721,56,low,employment,divorced,no,no,no,cellular,November,Thursday,1,-1,1,failure,56.6,92.649,-30.1,0
15722,33,high,employment,single,no,yes,yes,cellular,November,Thursday,4,-1,1,failure,59.9,93.2,-42,0
15723,54,low,employment,married,no,no,no,telephone,May,Friday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
15724,37,low,employment,married,no,yes,yes,telephone,May,Monday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
15725,50,medium,employment,married,no,no,yes,cellular,August,Tuesday,3,-1,0,nonexistent,61.4,93.444,-36.1,0
15726,26,medium,employment,single,no,no,yes,cellular,July,Tuesday,12,-1,0,nonexistent,61.4,93.918,-42.7,0
15727,43,medium,employment,single,unknown,no,no,cellular,May,Wednesday,1,-1,1,failure,58.2,92.893,-46.2,0
15728,29,high,employment,married,no,no,no,cellular,May,Thursday,1,-1,0,nonexistent,58.2,92.893,-46.2,0
15729,53,medium,employment,married,no,no,yes,telephone,May,Friday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
15730,35,medium,employment,single,no,yes,no,cellular,July,Thursday,5,-1,0,nonexistent,61.4,93.918,-42.7,0
15731,37,medium,employment,married,no,no,no,cellular,May,Thursday,2,-1,0,nonexistent,58.2,92.893,-46.2,0
15732,35,high,employment,married,unknown,no,no,cellular,August,Tuesday,2,-1,0,nonexistent,61.4,93.444,-36.1,0
15733,36,medium,employment,married,unknown,yes,no,cellular,July,Thursday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
15734,44,high,employment,married,no,yes,no,cellular,August,Wednesday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
15735,59,high,employment,married,unknown,yes,yes,telephone,May,Tuesday,3,-1,0,nonexistent,61.1,93.994,-36.4,0
15736,44,low,employment,married,no,yes,no,cellular,May,Wednesday,1,-1,1,failure,58.2,92.893,-46.2,0
15737,33,high,employment,married,no,no,no,telephone,May,Wednesday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
15738,40,high,employment,married,unknown,yes,no,telephone,May,Tuesday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
15739,38,high,unemployed,married,no,no,no,telephone,June,Tuesday,1,-1,0,nonexistent,61.4,94.465,-41.8,0
15740,29,high,employment,single,no,yes,no,cellular,May,Monday,2,-1,0,nonexistent,58.2,92.893,-46.2,1
15741,40,medium,employment,married,no,no,no,cellular,November,Monday,1,-1,0,nonexistent,59.9,93.2,-42,0
15742,51,high,employment,married,unknown,no,no,cellular,July,Thursday,2,-1,0,nonexistent,61.4,93.918,-42.7,1
15743,28,medium,employment,married,no,no,no,telephone,July,Wednesday,2,-1,0,nonexistent,61.4,93.918,-42.7,0
15744,54,medium,employment,married,no,no,yes,telephone,June,Friday,6,-1,0,nonexistent,61.4,94.465,-41.8,0
15745,40,low,employment,married,unknown,no,no,telephone,May,Tuesday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
15746,31,medium,employment,married,no,no,no,telephone,June,Tuesday,6,-1,0,nonexistent,61.4,94.465,-41.8,0
15747,46,high,employment,divorced,no,yes,no,cellular,August,Wednesday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
15748,59,low,employment,divorced,no,yes,no,cellular,May,Tuesday,1,-1,0,nonexistent,58.2,92.893,-46.2,0
15749,33,medium,employment,married,no,no,no,cellular,November,Thursday,1,-1,0,nonexistent,59.9,93.2,-42,1
15750,32,high,employment,single,no,no,no,telephone,July,Friday,3,-1,0,nonexistent,61.4,93.918,-42.7,0
15751,42,high,employment,married,no,yes,no,cellular,May,Thursday,2,-1,1,failure,58.2,92.893,-46.2,0
15752,56,low,unemployed,divorced,no,no,yes,cellular,Octobor,Friday,2,5,3,success,58.9,94.601,-49.5,1
15753,28,medium,employment,married,no,no,no,cellular,May,Wednesday,2,-1,0,nonexistent,58.2,92.893,-46.2,0
15754,45,low,employment,married,no,no,no,telephone,May,Thursday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
15755,32,high,employment,married,no,no,no,cellular,August,Monday,5,-1,0,nonexistent,61.4,93.444,-36.1,0
15756,46,medium,employment,married,unknown,no,no,cellular,November,Monday,1,-1,1,failure,59.9,93.2,-42,0
15757,31,high,employment,single,no,yes,no,cellular,August,Tuesday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
15758,54,medium,retired,married,no,yes,yes,telephone,July,Tuesday,2,-1,0,nonexistent,61.4,93.918,-42.7,0
15759,33,high,employment,married,unknown,yes,no,cellular,August,Friday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
15760,31,medium,employment,married,no,no,no,cellular,July,Wednesday,3,-1,0,nonexistent,61.4,93.918,-42.7,0
15761,56,high,employment,married,no,yes,no,telephone,May,Tuesday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
15762,30,high,employment,married,no,yes,no,telephone,June,Tuesday,3,-1,0,nonexistent,61.4,94.465,-41.8,1
15763,59,low,employment,married,unknown,yes,no,cellular,August,Monday,2,-1,0,nonexistent,61.4,93.444,-36.1,0
15764,32,medium,employment,single,no,no,no,telephone,May,Friday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
15765,76,high,retired,married,no,yes,yes,cellular,August,Tuesday,4,-1,0,nonexistent,57.1,92.201,-31.4,1
15766,35,high,employment,married,no,yes,no,telephone,Octobor,Monday,1,-1,0,nonexistent,59.9,93.798,-40.4,0
15767,34,high,employment,married,no,yes,no,cellular,May,Monday,1,-1,1,failure,58.2,92.893,-46.2,1
15768,30,high,employment,single,no,no,no,cellular,July,Tuesday,1,3,2,success,58.3,94.215,-40.3,0
15769,58,high,employment,divorced,no,no,no,telephone,June,Thursday,2,-1,0,nonexistent,61.4,94.465,-41.8,0
15770,36,high,employment,divorced,no,yes,yes,cellular,August,Wednesday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
15771,52,high,employment,married,no,yes,no,telephone,August,Monday,2,-1,0,nonexistent,61.4,93.444,-36.1,0
15772,35,medium,employment,married,no,yes,no,cellular,May,Wednesday,2,-1,1,failure,58.2,92.893,-46.2,0
15773,66,low,employment,divorced,no,yes,no,cellular,March,Thursday,1,3,2,success,58.2,93.369,-34.8,1
15774,43,high,employment,married,no,yes,no,cellular,July,Tuesday,4,-1,0,nonexistent,61.4,93.918,-42.7,0
15775,34,medium,employment,married,no,yes,no,telephone,June,Friday,1,-1,0,nonexistent,61.4,94.465,-41.8,0
15776,40,high,employment,married,no,no,no,cellular,November,Tuesday,3,7,4,failure,56.6,92.649,-30.1,1
15777,30,medium,employment,divorced,no,no,no,telephone,June,Monday,1,-1,0,nonexistent,61.4,94.465,-41.8,1
15778,41,medium,employment,married,unknown,yes,no,telephone,June,Friday,1,-1,0,nonexistent,61.4,94.465,-41.8,0
15779,28,medium,employment,single,no,yes,no,cellular,March,Friday,2,-1,0,nonexistent,58.2,92.843,-50,0
15780,31,high,student,single,no,yes,no,cellular,July,Thursday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
15781,35,high,employment,single,no,no,no,telephone,June,Wednesday,1,-1,0,nonexistent,61.4,94.465,-41.8,0
15782,42,high,employment,married,no,yes,no,telephone,November,Thursday,1,-1,0,nonexistent,59.9,93.2,-42,1
15783,30,high,employment,single,no,yes,yes,telephone,Octobor,Monday,1,-1,0,nonexistent,59.9,93.798,-40.4,1
15784,54,high,employment,married,no,no,no,cellular,August,Wednesday,3,-1,0,nonexistent,57.1,92.201,-31.4,0
15785,36,medium,employment,married,no,no,no,cellular,May,Wednesday,1,-1,0,nonexistent,58.2,92.893,-46.2,0
15786,28,medium,employment,married,no,no,yes,cellular,May,Thursday,4,-1,0,nonexistent,58.2,92.893,-46.2,0
15787,32,high,employment,single,no,no,no,cellular,August,Wednesday,1,-1,0,nonexistent,61.4,93.444,-36.1,1
15788,32,high,employment,married,unknown,no,no,cellular,August,Thursday,7,-1,0,nonexistent,61.4,93.444,-36.1,0
15789,46,high,employment,married,no,yes,no,telephone,May,Tuesday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
15790,35,low,employment,single,unknown,yes,no,telephone,June,Friday,4,-1,0,nonexistent,61.4,94.465,-41.8,0
15791,35,high,employment,married,unknown,yes,no,telephone,June,Friday,2,-1,0,nonexistent,61.4,94.465,-41.8,0
15792,32,high,employment,single,no,yes,no,cellular,September,Tuesday,2,-1,0,nonexistent,56.6,92.379,-29.8,0
15793,26,medium,employment,married,no,yes,no,cellular,April,Monday,1,-1,0,nonexistent,58.2,93.075,-47.1,0
15794,48,medium,employment,married,no,yes,no,telephone,May,Thursday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
15795,26,medium,employment,married,no,no,no,cellular,June,Wednesday,5,-1,0,nonexistent,58.3,94.055,-39.8,1
15796,61,medium,retired,married,no,no,no,cellular,May,Monday,1,-1,0,nonexistent,58.2,92.893,-46.2,0
15797,33,high,employment,single,no,no,yes,cellular,July,Tuesday,5,-1,0,nonexistent,61.4,93.918,-42.7,0
15798,36,low,employment,single,no,yes,no,cellular,November,Tuesday,1,-1,0,nonexistent,58.9,94.767,-50.8,1
15799,32,high,employment,single,unknown,no,no,cellular,May,Thursday,3,-1,0,nonexistent,58.2,92.893,-46.2,1
15800,42,low,employment,married,no,no,no,cellular,May,Wednesday,1,-1,0,nonexistent,58.2,92.893,-46.2,0
15801,34,high,employment,married,no,no,yes,telephone,May,Wednesday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
15802,36,high,employment,married,no,no,no,cellular,March,Thursday,1,-1,2,failure,58.2,93.369,-34.8,1
15803,30,medium,employment,single,no,yes,no,cellular,November,Thursday,1,-1,0,nonexistent,59.9,93.2,-42,0
15804,38,high,employment,married,no,no,no,cellular,July,Friday,2,-1,1,nonexistent,61.4,93.918,-42.7,1
15805,32,medium,employment,married,no,yes,no,telephone,May,Friday,3,-1,0,nonexistent,61.1,93.994,-36.4,0
15806,28,high,employment,single,no,no,no,cellular,March,Wednesday,2,-1,0,nonexistent,58.2,92.843,-50,1
15807,30,high,employment,married,no,yes,no,cellular,June,Friday,2,-1,0,nonexistent,57.1,92.963,-40.8,0
15808,77,medium,retired,married,no,yes,no,cellular,April,Thursday,7,-1,0,nonexistent,58.2,93.749,-34.6,1
15809,45,high,employment,single,no,yes,no,telephone,June,Wednesday,1,-1,0,nonexistent,61.4,94.465,-41.8,0
15810,52,medium,employment,married,no,no,no,cellular,July,Wednesday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
15811,25,medium,employment,married,unknown,no,no,cellular,July,Tuesday,4,-1,0,nonexistent,61.4,93.918,-42.7,0
15812,44,low,employment,married,no,no,no,telephone,May,Wednesday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
15813,32,high,student,single,no,yes,no,cellular,April,Monday,4,-1,0,nonexistent,58.2,93.075,-47.1,1
15814,49,high,employment,divorced,no,no,no,telephone,June,Wednesday,2,-1,0,nonexistent,61.4,94.465,-41.8,0
15815,31,high,employment,married,no,no,no,cellular,May,Tuesday,5,-1,0,nonexistent,58.2,92.893,-46.2,0
15816,25,high,employment,single,no,yes,yes,cellular,June,Tuesday,3,4,1,success,57.1,92.963,-40.8,0
15817,32,high,employment,married,no,unknown,unknown,telephone,August,Friday,2,-1,0,nonexistent,61.4,93.444,-36.1,0
15818,56,high,employment,single,no,yes,no,cellular,May,Monday,3,-1,1,failure,58.2,92.893,-46.2,0
15819,40,high,employment,single,no,yes,no,cellular,May,Friday,1,-1,1,failure,58.2,92.893,-46.2,1
15820,44,low,employment,married,unknown,no,no,cellular,July,Thursday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
15821,47,medium,employment,married,no,no,yes,cellular,May,Friday,2,-1,2,failure,58.2,92.893,-46.2,0
15822,52,low,employment,divorced,unknown,yes,no,cellular,May,Thursday,7,-1,1,failure,58.2,92.893,-46.2,0
15823,36,high,employment,married,no,yes,no,cellular,August,Monday,3,-1,0,nonexistent,61.4,93.444,-36.1,0
15824,26,high,employment,single,no,yes,yes,cellular,April,Tuesday,4,6,2,success,58.2,93.749,-34.6,1
15825,27,high,employment,single,no,yes,no,cellular,April,Monday,1,-1,0,nonexistent,58.2,93.075,-47.1,1
15826,38,low,employment,married,unknown,yes,no,cellular,July,Friday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
15827,59,medium,employment,married,no,yes,no,telephone,May,Thursday,4,-1,0,nonexistent,61.1,93.994,-36.4,0
15828,53,medium,employment,married,no,yes,no,cellular,August,Friday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
